====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Si(6.5 MeV) ==> None(  3 um) ==============================
------------------------------------------------------------------------------
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Si   Energy = 6500 keV
 Total Ions calculated =10000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 30000.E+00 AAA ;
  Layer # 1- Density = 8.110E22 atoms/cm3 = 2.7 g/cm3
  Layer # 1- Si = 50   Atomic Percent = 70.0 Mass Percent
  Layer # 1-  C = 50   Atomic Percent = 29.9 Mass Percent
====================================================================
 Ion Average Range = 199030.E-01 A   Straggling = 192174.E-02 A
 Ion Lateral Range = 199020.E-01 A   Straggling = 199961.E-01 A
 Ion Radial  Range = 200295.E-01 A   Straggling = 189623.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1200010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1500010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1800010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2100010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2400010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2700010.E-03 82869494.E-04 82869494.E-04 87036752.E-04 00000000.E+00 
3000010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3300010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3600010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3900010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4200010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4500010.E-03 15226840.E-03 15226840.E-03 16608531.E-03 00000000.E+00 
4800010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5100010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5400010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5700010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6000010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6300010.E-03 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
