1e-09,29.192,40.354,93.067,160.45,182.07
1.1498e-09,29.192,40.354,93.067,160.45,182.07
1.3219e-09,29.192,40.354,93.067,160.45,182.07
1.5199e-09,29.192,40.354,93.067,160.45,182.07
1.7475e-09,29.192,40.354,93.067,160.45,182.07
2.0092e-09,29.192,40.354,93.067,160.45,182.07
2.3101e-09,29.192,40.354,93.067,160.45,182.07
2.6561e-09,29.192,40.354,93.067,160.45,182.07
3.0539e-09,29.192,40.354,93.067,160.45,182.07
3.5112e-09,29.192,40.354,93.067,160.45,182.07
4.037e-09,29.192,40.354,93.067,160.45,182.07
4.6416e-09,29.192,40.354,93.067,160.45,182.07
5.3367e-09,29.192,40.354,93.067,160.45,182.07
6.1359e-09,29.192,40.354,93.067,160.45,182.07
7.0548e-09,29.192,40.354,93.067,160.45,182.07
8.1113e-09,29.192,40.354,93.067,160.45,182.07
9.326e-09,29.192,40.354,93.067,160.45,182.07
1.0723e-08,29.192,40.354,93.067,160.45,182.07
1.2328e-08,29.192,40.354,93.067,160.45,182.07
1.4175e-08,29.192,40.354,93.067,160.45,182.07
1.6298e-08,29.192,40.354,93.067,160.45,182.07
1.8738e-08,29.192,40.354,93.067,160.45,182.07
2.1544e-08,29.192,40.354,93.067,160.45,182.07
2.4771e-08,29.192,40.354,93.067,160.45,182.07
2.848e-08,29.192,40.354,93.067,160.45,182.07
3.2745e-08,29.192,40.354,93.067,160.45,182.07
3.7649e-08,29.192,40.354,93.067,160.45,182.07
4.3288e-08,29.192,40.354,93.067,160.45,182.07
4.977e-08,29.192,40.354,93.067,160.45,182.07
5.7224e-08,29.192,40.354,93.067,160.45,182.07
6.5793e-08,29.192,40.354,93.067,160.45,182.07
7.5646e-08,29.192,40.354,93.067,160.45,182.07
8.6975e-08,29.192,40.354,93.067,160.45,182.07
1e-07,29.192,40.354,93.067,160.45,182.07
1.1498e-07,29.192,40.354,93.067,160.45,182.07
1.3219e-07,29.192,40.354,93.067,160.45,182.07
1.5199e-07,29.192,40.354,93.067,160.45,182.07
1.7475e-07,29.192,40.354,93.067,160.45,182.07
2.0092e-07,29.192,40.354,93.067,160.45,182.07
2.3101e-07,29.192,40.354,93.067,160.45,182.07
2.6561e-07,29.192,40.354,93.067,160.45,182.07
3.0539e-07,29.192,40.354,93.067,160.45,182.07
3.5112e-07,29.192,40.354,93.067,160.45,182.07
4.037e-07,29.192,40.354,93.067,160.45,182.07
4.6416e-07,29.192,40.354,93.067,160.45,182.07
5.3367e-07,29.192,40.354,93.067,160.45,182.07
6.1359e-07,29.192,40.354,93.067,160.45,182.07
7.0548e-07,29.192,40.354,93.067,160.45,182.07
8.1113e-07,29.192,40.354,93.067,160.45,182.07
9.326e-07,29.192,40.354,93.067,160.45,182.07
1.0723e-06,29.192,40.354,93.067,160.45,182.07
1.2328e-06,29.192,40.354,93.067,160.45,182.07
1.4175e-06,29.192,40.354,93.067,160.45,182.07
1.6298e-06,29.192,40.354,93.067,160.45,182.07
1.8738e-06,29.192,40.354,93.067,160.45,182.07
2.1544e-06,29.192,40.354,93.067,160.45,182.07
2.4771e-06,29.192,40.354,93.067,160.45,182.07
2.848e-06,29.192,40.354,93.067,160.45,182.07
3.2745e-06,29.192,40.354,93.067,160.45,182.07
3.7649e-06,29.192,40.354,93.067,160.45,182.07
4.3288e-06,29.192,40.354,93.067,160.45,182.07
4.977e-06,29.192,40.354,93.067,160.45,182.07
5.7224e-06,29.192,40.354,93.067,160.45,182.07
6.5793e-06,29.192,40.354,93.067,160.45,182.07
7.5646e-06,29.192,40.354,93.067,160.45,182.07
8.6975e-06,29.192,40.354,93.067,160.45,182.07
1e-05,29.192,40.354,93.067,160.45,182.07
1.1498e-05,29.192,40.354,93.067,160.45,182.07
1.3219e-05,29.192,40.354,93.067,160.45,182.07
1.5199e-05,29.192,40.354,93.067,160.45,182.07
1.7475e-05,29.192,40.354,93.067,160.45,182.07
2.0092e-05,29.192,40.354,93.067,160.45,182.07
2.3101e-05,29.192,40.354,93.067,160.45,182.07
2.6561e-05,29.192,40.354,93.067,160.45,182.07
3.0539e-05,29.192,40.354,93.067,160.45,182.07
3.5112e-05,29.192,40.354,93.067,160.45,182.07
4.037e-05,29.192,40.354,93.067,160.45,182.07
4.6416e-05,29.192,40.354,93.067,160.45,182.07
5.3367e-05,29.192,40.354,93.067,160.45,182.07
6.1359e-05,29.192,40.354,93.067,160.45,182.07
7.0548e-05,29.192,40.354,93.067,160.45,182.07
8.1113e-05,29.192,40.354,93.067,160.45,182.07
9.326e-05,29.192,40.354,93.067,160.45,182.07
0.00010723,29.192,40.354,93.067,160.45,182.07
0.00012328,29.192,40.354,93.067,160.45,182.07
0.00014175,29.192,40.354,93.067,160.45,182.07
0.00016298,29.192,40.354,93.067,160.45,182.07
0.00018738,29.192,40.354,93.067,160.45,182.07
0.00021544,29.192,40.354,93.067,160.45,182.07
0.00024771,29.192,40.354,93.067,160.45,182.07
0.0002848,29.192,40.354,93.067,160.45,182.07
0.00032745,29.192,40.354,93.067,160.45,182.07
0.00037649,29.192,40.354,93.067,160.45,182.07
0.00043288,29.192,40.354,93.067,160.45,182.07
0.0004977,29.192,40.354,93.067,160.45,182.07
0.00057224,29.192,40.354,93.067,160.45,182.07
0.00065793,29.192,40.354,93.067,160.45,182.07
0.00075646,29.192,40.354,93.067,160.45,182.07
0.00086975,29.192,40.354,93.067,160.45,182.07
0.001,29.192,40.354,93.067,160.45,182.07
